target,ssnn,vertical,weight
"geduard_antonio",tw,hashtag,1
geeeruu,tw,retailer,1
geeronne,tw,hashtag,1
"gehad11_gehad",tw,hashtag,1
gekkoleeson,tw,info,1
geko55992984,tw,hashtag,1
gemagliano,tw,info,1
gemorace,tw,info,1
gen1320,tw,aseguradora,1
genaror15130672,tw,hashtag,1
generacciona,tw,hashtag,1
generoxxii,tw,info,1
"genesis_seguros",tw,hashtag,1
genesispgg,tw,hashtag,1
genitosweetg,tw,hashtag,1
"george_benhura",tw,hashtag,1
georgiakleek,tw,hashtag,1
georginapierin1,tw,info,1
georgisuar,tw,info,1
geraldenekwiti,tw,hashtag,1
gerard1101741,tw,hashtag,1
gerardoaguet,tw,info,1
gerardodbeltran,tw,aseguradora,1
gerardogomdq,tw,info,1
gergong,tw,aseguradora,1
gerhuni,tw,info,1
geriatricmvry,tw,hashtag,1
germanecantorm,tw,aseguradora,1
germanlchacon,tw,info,1
germanmiotti,tw,info,1
germanpazmino,tw,hashtag,1
germanromano,tw,info,1
germanromin,tw,info,1
gertru3948,tw,info,1
gesseguros,tw,hashtag,1
getback60,tw,hashtag,1
gfasilva85,tw,aseguradora,1
"gg13_alex",tw,hashtag,1
ggaltero,tw,info,1
"ggg_says",tw,hashtag,1
ggonza74,tw,info,1
gguilbaultcaq,tw,aseguradora,1
ggweitz,tw,info,1
ghiafran,tw,info,1
"ghill_izy",tw,aseguradora,1
giancoabundiz,tw,hashtag,1
gianmarcos2,tw,hashtag,1
giannipulito,tw,aseguradora,1
gibranbrewster,tw,hashtag,1
gidyan08,tw,aseguradora,1
gieffeci71,tw,aseguradora,1
gigi02924715,tw,info,1
gigitanb,tw,info,1
gilbertobastida,tw,hashtag,1
gilbertocamilo9,tw,hashtag,1
gilbro2010,tw,aseguradora,1
gildalopezaliag,tw,hashtag,1
gilgunderson63,tw,info,1
gilkesdecatalan,tw,hashtag,1
gillesc109,tw,aseguradora,1
gillesshad,tw,aseguradora,1
gilvecla,tw,hashtag,1
"gimenez_diego",tw,info,1
ginacer1,tw,aseguradora,1
ginasernaque,tw,aseguradora,1
ginettevincent8,tw,aseguradora,1
"gino_cricket",tw,hashtag,1
ginomerlini,tw,aseguradora,1
gioblanca107,tw,hashtag,1
giovacasighi,tw,hashtag,1
"gisela_graterol",tw,hashtag,1
giselavicente9,tw,aseguradora,1
gisellech,tw,info,1
"gissel_noriega",tw,aseguradora,1
gisselguerreroa,tw,hashtag,1
giulianagarfag3,tw,aseguradora,1
giuliom237,tw,retailer,1
giuliramini,tw,info,1
giuseppegenna,tw,aseguradora,1
gjacques2008,tw,aseguradora,1
gkienzelmann,tw,info,1
"gla_rocks",tw,aseguradora,1
"gladys_p8",tw,info,1
gladysage,tw,hashtag,1
gladysd46841785,tw,hashtag,1
gladyso61905362,tw,hashtag,1
gladysrothman,tw,aseguradora,1
glahreche,tw,aseguradora,1
gleamingmaryy,tw,aseguradora,1
glendar022,tw,hashtag,1
glenysvasquez,tw,hashtag,1
glintofmadness,tw,hashtag,1
glitter7babe,tw,info,1
glodiaza,tw,info,1
gloriafuentessa,tw,aseguradora,1
gmanoja,tw,info,1
gmatifas,tw,hashtag,1
gmatngretutor,tw,hashtag,1
gmsione,tw,info,1
goaware5,tw,aseguradora,1
gobeillades,tw,aseguradora,1
gochisimo,tw,hashtag,1
gochogaleno80,tw,hashtag,1
godaddyhelp,tw,info,1
"gode_1954",tw,hashtag,1
godoyfacun,tw,info,1
godzstepson,tw,hashtag,1
godzvilla01,tw,hashtag,1
gogisierra,tw,hashtag,1
gogosamuel,tw,aseguradora,1
gomitaven,tw,hashtag,1
"goncalo__07",tw,aseguradora,1
gonerstudio,tw,hashtag,1
gonie1,tw,aseguradora,1
gonkairuz,tw,info,1
"gonza_arocena",tw,info,1
gonzabondar,tw,info,1
gonzaculasso,tw,info,1
gonzalezbaquero,tw,hashtag,1
"gonzalo_0402",tw,info,1
"gonzalo_denti",tw,info,1
"gonzalo_fb",tw,info,1
gonzalogodoy85,tw,info,1
gonzalogrr,tw,aseguradora,1
gonzalolauphan,tw,info,1
gonzaloluis,tw,info,1
gonzalomarmar,tw,aseguradora,1
gonzalotasso87,tw,info,1
gonzalovargasor,tw,hashtag,1
gonzapuente,tw,info,1
gooberwiper,tw,hashtag,1
goodisongreats,tw,hashtag,1
gorchu,tw,info,1
gordaopinologa,tw,info,1
gordonshonway55,tw,retailer,1
gorlok,tw,info,1
gorriz70,tw,info,1
"gory_peter",tw,info,1
gottesantiago,tw,info,1
gottofreymarcel,tw,aseguradora,1
gouachevalier,tw,aseguradora,1
gouveiataxi,tw,hashtag,1
gouyerm,tw,aseguradora,1
governmentpr,tw,hashtag,1
goyaeuropa,tw,hashtag,1
goyagregory1979,tw,hashtag,1
goyoese,tw,info,1
gpaccseguros,tw,hashtag,1
gpadrino,tw,aseguradora,1
gpelandoculos,tw,info,1
gpsemprende,tw,info,1
graarbuatti,tw,info,1
gracegr55,tw,info,1
graceortiz,tw,info,1
"graciela_leyda",tw,hashtag,1
gracielaquemera,tw,info,1
gracilaria235,tw,hashtag,1
"gracilis_",tw,info,1
graffitiborrao,tw,hashtag,1
grahamhays,tw,aseguradora,1
granjaedwin,tw,info,1
grapewanyun,tw,hashtag,1
gratonisabelle,tw,aseguradora,1
grauxavier,tw,hashtag,1
"gravela_rc",tw,aseguradora,1
greatpek,tw,info,1
grecconancy,tw,retailer,1
grecias88,tw,hashtag,1
grecobauti,tw,info,1
greendotcards,tw,hashtag,1
"greentara_yoga",tw,hashtag,1
gregoriacerg,tw,hashtag,1
gregorich85,tw,aseguradora,1
gregphil,tw,aseguradora,1
gretamarc,tw,info,1
gretaures,tw,info,1
"greys_fuentes_",tw,hashtag,1
greysggr,tw,hashtag,1
grifrias,tw,retailer,1
griguolpiri,tw,aseguradora,1
gringoorbe,tw,hashtag,1
griseldaalmada1,tw,info,1
griselgimenezf,tw,hashtag,1
griselisc,tw,hashtag,1
grisellyrs,tw,aseguradora,1
gronedson,tw,aseguradora,1
groovmcmagnus,tw,aseguradora,1
grossemy5,tw,hashtag,1
grouchaaaa,tw,aseguradora,1
grumpeoldman,tw,hashtag,1
"grupo_aico",tw,hashtag,1
grupoandando,tw,aseguradora,1
grupoeurofesa,tw,hashtag,1
grupomasmovil,tw,hashtag,1
grupopreventiva,tw,hashtag,1
grupoyc,tw,hashtag,1
gscuervo,tw,info,1
gsilva0420,tw,aseguradora,1
gspinetta,tw,info,1
gspos,tw,aseguradora,1
gstwww,tw,info,1
guacassanello,tw,retailer,1
guadalu58631017,tw,info,1
"guadalupe_a",tw,info,1
guadaorellana,tw,info,1
guadaseguros,tw,hashtag,1
guadaterron,tw,info,1
guanchutri,tw,retailer,1
guapodenebraska,tw,hashtag,1
guardmanmarbo,tw,aseguradora,1
guaya1810,tw,hashtag,1
"gud_father",tw,hashtag,1
gudji123,tw,aseguradora,1
guelmanlrg,tw,info,1
guerrea13,tw,hashtag,1
gugamayer,tw,info,1
gui971,tw,info,1
guiaciudadmx,tw,hashtag,1
guidacerqui,tw,aseguradora,1
guidalop64,tw,info,1
guidda13,tw,aseguradora,1
guidinha346,tw,aseguradora,1
guiditen,tw,aseguradora,1
guido2804,tw,info,1
guidomonje,tw,info,1
guidorugo,tw,retailer,1
guidosagasti,tw,info,1
guidotroccoli,tw,retailer,1
guiduarte57,tw,aseguradora,1
guiidoward,tw,info,1
guilfer1,tw,info,1
guilherme315988,tw,aseguradora,1
"guille_alonso69",tw,info,1
guillecamboriu,tw,retailer,1
guilled98,tw,info,1
guilledelaeli,tw,info,1
guilleguerra2,tw,retailer,1
guillermogvzla,tw,hashtag,1
guillermosalmo,tw,aseguradora,1
guillotevb,tw,info,1
guipetruccelli,tw,info,1
guitfast,tw,aseguradora,1
guiyesz,tw,info,1
gurivalentino,tw,info,1
gusariotti,tw,info,1
gusdancos,tw,aseguradora,1
gusiglesias,tw,info,1
gusjuarez63,tw,info,1
gussalvay,tw,info,1
gusssduarte,tw,info,1
gustavo47855218,tw,hashtag,1
"gustavo_dogui",tw,info,1
"gustavo_santoro",tw,info,1
gustavobriend,tw,info,1
gustavobuffoni,tw,info,1
gustavodamianv2,tw,aseguradora,1
gustavofabin11,tw,info,1
gustavoipadilla,tw,hashtag,1
gustawilde,tw,aseguradora,1
gutierrezlauta,tw,info,1
guuch1,tw,info,1
guuetche,tw,info,1
guylainesimard4,tw,aseguradora,1
guzmansuli1,tw,hashtag,1
"gwala_mtho",tw,hashtag,1
gzalosrrano,tw,aseguradora,1
"h_etchaleco",tw,info,1
"h_iglesias",tw,hashtag,1
hache1111,tw,info,1
hachesantos22,tw,info,1
"hack2in_l2",tw,info,1
haiku84165907,tw,hashtag,1
haikuuuuuuuuuuu,tw,retailer,1
"halb_p",tw,hashtag,1
halifaxauthor,tw,hashtag,1
hanita6450,tw,hashtag,1
"hank_escorpio",tw,info,1
hanndeyll,tw,hashtag,1
hanoyoungx,tw,aseguradora,1
hansolo57539276,tw,retailer,1
happelle,tw,aseguradora,1
"happymy_love",tw,aseguradora,1
harhunareto,tw,hashtag,1
haroldbelisari5,tw,hashtag,1
harrisonsiband2,tw,hashtag,1
harry92430858,tw,hashtag,1
harryjjwalker,tw,hashtag,1
hartmanariel,tw,info,1
haskour13,tw,hashtag,1
"hasta_los_cocos",tw,aseguradora,1
hastaprontocata,tw,aseguradora,1
hateweekends,tw,info,1
haymalimali,tw,info,1
"hazel_moni_",tw,aseguradora,1
"hazem_salah8",tw,hashtag,1
hciudaddeburgos,tw,hashtag,1
hcuadrado64,tw,info,1
hdjebar,tw,aseguradora,1
hdog317,tw,aseguradora,1
hdoutre,tw,info,1
heatherpeno,tw,hashtag,1
"heberth_f",tw,hashtag,1
hechoentucuman,tw,info,1
hectoreocho8a,tw,hashtag,1
hectorlavoes,tw,aseguradora,1
hectorvidalher2,tw,aseguradora,1
hectorvipv,tw,hashtag,1
hectory2k,tw,info,1
hedubardo,tw,info,1
"heidi_maca",tw,info,1
helderbastos28,tw,aseguradora,1
"helena_estrada",tw,info,1
helenamagusto,tw,aseguradora,1
"helio_carneiro",tw,info,1
"helio_santiago",tw,hashtag,1
hellosouajessyb,tw,aseguradora,1
hellovtf,tw,aseguradora,1
helo1world4ever,tw,hashtag,1
"helvetia_es",tw,hashtag,1
hendyulo,tw,hashtag,1
henkcavallotti,tw,aseguradora,1
henriettesumiko,tw,aseguradora,1
henrilon1950,tw,info,1
henriquemoniz13,tw,aseguradora,1
henryjavierve,tw,hashtag,1
heriber43471104,tw,hashtag,1
hermanboldt,tw,info,1
hernancamusso,tw,aseguradora,1
hernanix,tw,info,1
hernanpanessi,tw,info,1
hernanpelayes,tw,info,1
hernanraffaelli,tw,retailer,1
hernansantareli,tw,info,1
hernantoma,tw,info,1
herrnan,tw,retailer,1
het2org,tw,hashtag,1
heycarlosmon,tw,aseguradora,1
heyimrochinha,tw,aseguradora,1
hgreen1978,tw,aseguradora,1
hijadejuana,tw,info,1
hilcab,tw,hashtag,1
hildacastr,tw,hashtag,1
"hipismo_campeon",tw,aseguradora,1
"hipismo_total",tw,aseguradora,1
hipismoloteril,tw,hashtag,1
hipoyteca,tw,retailer,1
hirosontan,tw,hashtag,1
hisominnie,tw,hashtag,1
histoirefrance2,tw,aseguradora,1
hjcantillo1967,tw,aseguradora,1
hjpere2,tw,info,1
hmr1973,tw,hashtag,1
hobela2,tw,info,1
hoeg1,tw,hashtag,1
hogardjacques,tw,aseguradora,1
holalaurahola,tw,info,1
holamauri,tw,info,1
holasoytaco,tw,hashtag,1
holid8app,tw,aseguradora,1
hollameprince,tw,hashtag,1
homehotel,tw,info,1
"honda_zacatecas",tw,hashtag,1
"honey_zz7",tw,hashtag,1
honorineingrid,tw,aseguradora,1
"hope_maze",tw,hashtag,1
hoplitas1,tw,hashtag,1
horfelg,tw,hashtag,1
horizontextrem,tw,hashtag,1
"hormiga_tinta",tw,hashtag,1
hornet28,tw,info,1
hortex7,tw,aseguradora,1
hoserafael1,tw,hashtag,1
hotandhumid,tw,hashtag,1
hotcanalla,tw,info,1
"hotellevante_es",tw,hashtag,1
hovellmj,tw,hashtag,1
howdeniberia,tw,hashtag,1
hoyvivo,tw,info,1
hphaswani,tw,hashtag,1
hpintor32,tw,aseguradora,1
hrvardei,tw,info,1
hschedel1493,tw,hashtag,1
hsiesquen,tw,aseguradora,1
httpcarolina,tw,aseguradora,1
httpscamii,tw,info,1
hudsongranate,tw,info,1
hugemelmoth,tw,hashtag,1
hugo889918251,tw,aseguradora,1
"hugo_mlopez",tw,info,1
"hugo_ramos18",tw,aseguradora,1
hugodanielsosa,tw,info,1
hugoflourenco,tw,hashtag,1
hugogon33,tw,aseguradora,1
hugomoreiraa23,tw,aseguradora,1
hugoram99186397,tw,hashtag,1
hugosilver7902,tw,aseguradora,1
hugotanco,tw,info,1
huihui2209,tw,retailer,1
huishte,tw,hashtag,1
hujisawa4,tw,aseguradora,1
hunterheadline,tw,hashtag,1
hunterperu,tw,hashtag,1
huracandorado,tw,info,1
hurtadozaidaa,tw,hashtag,1
hyrupediaz,tw,hashtag,1
hyshop129,tw,hashtag,1
hyuneirys,tw,hashtag,1
i027614,tw,aseguradora,1
"i_fgoncalves",tw,aseguradora,1
"i_love_df",tw,hashtag,1
iaealumni,tw,aseguradora,1
iairmendezz,tw,info,1
"iamariaclara_",tw,aseguradora,1
iambabilo,tw,hashtag,1
iamchuchulee,tw,hashtag,1
iammailen,tw,info,1
iammaliee,tw,hashtag,1
iampaolaortega,tw,hashtag,1
iamruimartins,tw,aseguradora,1
iamsebas1950,tw,hashtag,1
ianir,tw,info,1
ianjohnson79,tw,hashtag,1
ianrobo1,tw,hashtag,1
ianypoli,tw,info,1
"iara__patricia",tw,aseguradora,1
"iara_neto",tw,aseguradora,1
"iara_pereira1",tw,aseguradora,1
iberastegi,tw,hashtag,1
iberianig,tw,hashtag,1
"ibrahim_bedir",tw,hashtag,1
"ibrahim_ssn",tw,hashtag,1
ibst77,tw,aseguradora,1
"ibuco_13",tw,aseguradora,1
icameronb,tw,hashtag,1
icardo8,tw,info,1
icarramao,tw,aseguradora,1
icazzimiei,tw,hashtag,1
"icea_es",tw,hashtag,1
icgomes20,tw,aseguradora,1
iclau70,tw,retailer,1
"icmif_micro",tw,info,1
icmsocial,tw,aseguradora,1
iconfisayo,tw,hashtag,1
idaldocardozo,tw,info,1
ideaarg,tw,info,1
ideasaha,tw,hashtag,1
idesspocrlh,tw,aseguradora,1
idmpl,tw,hashtag,1
"idolos_enovelas",tw,hashtag,1
idp240664,tw,hashtag,1
ielloradiossa,tw,aseguradora,1
ieracimaxii,tw,retailer,1
ifeer99,tw,aseguradora,1
igarzabalitasfc,tw,info,1
"igna_gimenez",tw,hashtag,1
ignaaciomedina,tw,info,1
ignaciagaita,tw,aseguradora,1
ignacionachos07,tw,info,1
ignacionemina,tw,info,1
ignarl,tw,info,1
ignorame,tw,retailer,1
iguanasanchez1,tw,retailer,1
ihudsonagency,tw,hashtag,1
iib10iris,tw,info,1
iipurpleyouu,tw,hashtag,1
iisadoralmeiida,tw,aseguradora,1
"iisame_52",tw,hashtag,1
ijossc,tw,aseguradora,1
"ikkifenix__",tw,info,1
"ikome_flow",tw,hashtag,1
iksnilepoguh,tw,info,1
ilconcilieri,tw,info,1
ilconsultor,tw,aseguradora,1
"ileney_w",tw,hashtag,1
ilinkfallen,tw,info,1
iliojaimes,tw,hashtag,1
illanessandra,tw,aseguradora,1
imaambat,tw,hashtag,1
imaginenuri,tw,aseguradora,1
imanocas,tw,aseguradora,1
imaryy6,tw,aseguradora,1
imcosta,tw,info,1
imjosechaidez,tw,hashtag,1
imnotreallyben,tw,info,1
inakicalvo,tw,aseguradora,1
incamaria,tw,retailer,1
indialimonkilo,tw,info,1
indira2107,tw,hashtag,1
indiyahr,tw,hashtag,1
indoorpadel7,tw,hashtag,1
inecanale,tw,retailer,1
inecitalegui9,tw,aseguradora,1
ineesbatistaa,tw,aseguradora,1
"inefable_bts",tw,hashtag,1
inelugil,tw,info,1
inemariaines,tw,info,1
ines13duarte,tw,aseguradora,1
ines1569,tw,aseguradora,1
"ines_antunes_",tw,aseguradora,1
"ines_barb",tw,aseguradora,1
"ines_bastos17",tw,aseguradora,1
"ines_cera",tw,aseguradora,1
"ines_ferreira38",tw,aseguradora,1
"ines_nunes_5",tw,aseguradora,1
"ines_sm155",tw,aseguradora,1
"ines_sofiaa",tw,aseguradora,1
"inesalmeida_08",tw,aseguradora,1
inesantunes12,tw,aseguradora,1
inesbaravalle,tw,info,1
inesbpinto9,tw,aseguradora,1
inescerqueiraa,tw,aseguradora,1
inesestrela1720,tw,aseguradora,1
inesflorencio19,tw,aseguradora,1
inesfmc60,tw,aseguradora,1
inesfpeixoto,tw,aseguradora,1
inesfsilvaa,tw,aseguradora,1
inesloirinha7,tw,aseguradora,1
inesofiaaaaa,tw,aseguradora,1
inesramalhosa03,tw,aseguradora,1
inessilvaa11,tw,aseguradora,1
inessilvaa36,tw,aseguradora,1
"inessmonteiro_",tw,aseguradora,1
"inesspacheco_",tw,aseguradora,1
"inessrb_",tw,aseguradora,1
inesssp18,tw,aseguradora,1
ineszsilva,tw,aseguradora,1
infanciamdq,tw,aseguradora,1
"infiressgirl_",tw,hashtag,1
"info_tgss",tw,hashtag,1
"infopolizas_com",tw,hashtag,1
informativo63,tw,hashtag,1
infrapue,tw,hashtag,1
"ing_mcabrera",tw,retailer,1
ingrid13cdmx,tw,aseguradora,1
ingridja4,tw,aseguradora,1
ingsantafesino,tw,info,1
"injured_fc",tw,hashtag,1
inlogiq,tw,hashtag,1
innpinto,tw,aseguradora,1
"ins_pena",tw,aseguradora,1
insaurraldenqn,tw,info,1
insrodr213,tw,aseguradora,1
"instituto_def",tw,hashtag,1
insurancebizau,tw,hashtag,1
insurancebizuk,tw,hashtag,1
insurancecanvas,tw,hashtag,1
intedya,tw,hashtag,1
interdemadrid,tw,aseguradora,1
interesantiment,tw,hashtag,1
"intermundial_es",tw,hashtag,1
"interwelt_mundo",tw,hashtag,1
inxxxxs,tw,aseguradora,1
ioiassonis,tw,info,1
ioiorros,tw,info,1
ionaydisprez,tw,hashtag,1
iovemail,tw,hashtag,1
ipablog,tw,info,1
ipompis,tw,info,1
iraidamargarita,tw,hashtag,1
irasciblejj,tw,info,1
iravendrell,tw,aseguradora,1
irayd89,tw,hashtag,1
ireabascal,tw,hashtag,1
irecarmen,tw,aseguradora,1
irenegomez756,tw,aseguradora,1
ireneya57,tw,hashtag,1
irfanriansyahhh,tw,hashtag,1
iriferreiro,tw,info,1
irisfeblesyaho1,tw,hashtag,1
irishii636,tw,hashtag,1
irlandamercede1,tw,hashtag,1
"irma_rodri",tw,hashtag,1
irmardiladecar,tw,hashtag,1
irodriguez117,tw,hashtag,1
iror109,tw,hashtag,1
irvlo,tw,hashtag,1
isa243hn,tw,hashtag,1
isa332010,tw,hashtag,1
"isaa_cunhaa",tw,aseguradora,1
"isabel_a_smiler",tw,aseguradora,1
"isabel_allue",tw,hashtag,1
isabelcosta274,tw,aseguradora,1
isabelherrera34,tw,aseguradora,1
isabelledu7121,tw,aseguradora,1
isabellyta10,tw,aseguradora,1
isabelmeirele15,tw,aseguradora,1
isabelpinho99,tw,aseguradora,1
isabelrodrigzz,tw,aseguradora,1
isabelsturla,tw,retailer,1
isabelvega792,tw,aseguradora,1
isacard,tw,retailer,1
isacorreia016,tw,aseguradora,1
"isalud_",tw,hashtag,1
isaluini,tw,retailer,1
isalynn5328,tw,aseguradora,1
isbaracaldis,tw,aseguradora,1
"isf_mills",tw,aseguradora,1
isidoritoelrey,tw,aseguradora,1
isinhafroes,tw,aseguradora,1
isitolin,tw,info,1
islavalle,tw,info,1
islpc,tw,aseguradora,1
ismacavs,tw,info,1
ismaelkarvajall,tw,hashtag,1
ismaelluzardo,tw,hashtag,1
ismvalsyr,tw,aseguradora,1
isolina4444,tw,info,1
"istiyaque_lfc",tw,hashtag,1
"it_tampa",tw,hashtag,1
itassets,tw,info,1
itba,tw,info,1
itcocqvf,tw,aseguradora,1
itinara,tw,aseguradora,1
"ito____004",tw,hashtag,1
"its_capela",tw,aseguradora,1
itsallexandraaa,tw,aseguradora,1
itsangel0807,tw,aseguradora,1
itsbiatbh,tw,aseguradora,1
"itsbruna__",tw,aseguradora,1
itsbrunafaria1,tw,aseguradora,1
itscaffers,tw,hashtag,1
itsdafnet,tw,hashtag,1
itsfaresse,tw,hashtag,1
itsflaviarq,tw,aseguradora,1
itsfolajimi,tw,hashtag,1
itsiarababes,tw,aseguradora,1
itsmariianaaa,tw,aseguradora,1
itsmejacqyy,tw,aseguradora,1
itsornacia,tw,info,1
itsritaxx,tw,aseguradora,1
itssantifisher,tw,aseguradora,1
"itz_ioa",tw,hashtag,1
itzamarpr,tw,hashtag,1
iuy0jx47obzfilo,tw,info,1
"ivan_garello",tw,info,1
"ivan_stinson",tw,hashtag,1
ivangaston,tw,info,1
ivanlashman,tw,hashtag,1
ivonneflores24,tw,hashtag,1
ivonnesolla,tw,hashtag,1
ivorod691,tw,hashtag,1
j3tt4tur4,tw,hashtag,1
"j_almaguer",tw,aseguradora,1
"j_brnl",tw,hashtag,1
"j_contrecourant",tw,aseguradora,1
"j_dulitzky",tw,info,1
"j_liege",tw,hashtag,1
"j_pepo",tw,info,1
"j_reck90",tw,hashtag,1
jaamfan,tw,hashtag,1
jaavii009,tw,hashtag,1
jabihaumigasuki,tw,aseguradora,1
"jac_travel",tw,info,1
"jack_sparry",tw,hashtag,1
jackdanielsok,tw,retailer,1
"jackee_ssn",tw,hashtag,1
jackie2406,tw,hashtag,1
jackvales,tw,hashtag,1
jacoafc,tw,hashtag,1
jacobiteabroad,tw,hashtag,1
jacojvr,tw,hashtag,1
jacopogiliberto,tw,aseguradora,1
jacopoveronica,tw,info,1
"jacques_ekofo",tw,aseguradora,1
jacquim33,tw,hashtag,1
jadekin,tw,info,1
jaguarvc,tw,info,1
jahange57182174,tw,hashtag,1
jahicenta49,tw,hashtag,1
jaimearch,tw,aseguradora,1
jaimemorelos,tw,aseguradora,1
jairaison,tw,aseguradora,1
jairivanvt,tw,aseguradora,1
jairogonzalez74,tw,hashtag,1
jaiverjsanchez,tw,hashtag,1
jajamaru6,tw,hashtag,1
jalburquequerom,tw,aseguradora,1
jalfonsotorre,tw,hashtag,1
jama867,tw,hashtag,1
"james_mulville",tw,hashtag,1
jamescolesky,tw,hashtag,1
jamide25,tw,hashtag,1
jamiecaines2,tw,hashtag,1
janhloch,tw,hashtag,1
janicklavoie,tw,aseguradora,1
janiregarcisan,tw,hashtag,1
jannisjopplin,tw,info,1
jano314,tw,info,1
janoscalle,tw,hashtag,1
japaezr50,tw,hashtag,1
jaquelinamarqu7,tw,aseguradora,1
jaquelinatui,tw,retailer,1
"jaquenod_mar",tw,info,1
jaramilloeps,tw,hashtag,1
jarethfloresss,tw,aseguradora,1
jarivasa,tw,hashtag,1
jarryposter,tw,info,1
"jarvi_reyes",tw,hashtag,1
"jash_81",tw,info,1
jasonma23793218,tw,aseguradora,1
jasundlt,tw,retailer,1
jaumegilallianz,tw,aseguradora,1
"javi_inyourface",tw,hashtag,1
javier73102728,tw,hashtag,1
javierchirom,tw,info,1
javierfornasero,tw,info,1
javiermaidana,tw,info,1
javiermarti99,tw,info,1
javierminano,tw,hashtag,1
javierminn,tw,info,1
javiernlopez,tw,info,1
javierr48558011,tw,hashtag,1
javierrovira16,tw,hashtag,1
javiers76612193,tw,hashtag,1
javieryearson,tw,hashtag,1
javierzamrod,tw,hashtag,1
javigio,tw,info,1
javipuli2,tw,hashtag,1
javofontana,tw,aseguradora,1
javom6,tw,info,1
javooronel,tw,info,1
"jaybee_efc",tw,hashtag,1
jayfonsecapr,tw,aseguradora,1
jaymefloresr,tw,aseguradora,1
jazmin49022772,tw,hashtag,1
jazminrivarola7,tw,hashtag,1
"jazzojeda_",tw,hashtag,1
"jb_baptista_2",tw,aseguradora,1
jbcadier,tw,aseguradora,1
jbernardo28,tw,info,1
jc132311,tw,hashtag,1
jcanipi,tw,aseguradora,1
jcbueno76,tw,retailer,1
jcfb13,tw,hashtag,1
jcfigueroaz,tw,info,1
jckngn,tw,hashtag,1
jcleon69,tw,hashtag,1
jcnova28,tw,hashtag,1
jcombale,tw,aseguradora,1
jcparedesluna,tw,hashtag,1
jcpuentearnaon,tw,aseguradora,1
jcrminyana,tw,hashtag,1
jcur15,tw,hashtag,1
jd72neo,tw,hashtag,1
jdaoulatli,tw,info,1
jdavidgd,tw,hashtag,1
jderekarmstrong,tw,hashtag,1
jdlfontainexxi,tw,aseguradora,1
"je_cardoza",tw,hashtag,1
"jean_blaize",tw,aseguradora,1
"jean_carleton",tw,aseguradora,1
jeanduma1,tw,aseguradora,1
jeangauthier01,tw,aseguradora,1
jeanpaulminaya1,tw,aseguradora,1
jeanrobintahiti,tw,aseguradora,1
jeanvidal,tw,hashtag,1
jeballesteros,tw,info,1
jecabrejos1,tw,aseguradora,1
jeecky92,tw,aseguradora,1
jehermaling,tw,info,1
jehhalmeidaa,tw,aseguradora,1
jehsilvaa12,tw,aseguradora,1
jehumartinez88,tw,info,1
jeiryfernandez,tw,hashtag,1
jelizabeth58,tw,hashtag,1
jememarre75,tw,aseguradora,1
jendifro,tw,hashtag,1
jendluna1,tw,hashtag,1
jengongil,tw,hashtag,1
jenibeybee,tw,hashtag,1
jennife30907706,tw,hashtag,1
"jennifercano_",tw,aseguradora,1
jenny245,tw,aseguradora,1
jenny72514579,tw,hashtag,1
"jenny_wy29",tw,hashtag,1
jennyvillalrbm,tw,hashtag,1
jerrellniu,tw,hashtag,1
"jesi_1410",tw,info,1
"jesi_bm",tw,info,1
jesjes2518,tw,hashtag,1
jess48683288,tw,aseguradora,1
"jess__blossom",tw,info,1
jessen30,tw,aseguradora,1
jessfreitas26,tw,aseguradora,1
jessica2302,tw,aseguradora,1
jessicaspiinola,tw,aseguradora,1
jessimoreben,tw,aseguradora,1
jessmen26,tw,aseguradora,1
jesuita13,tw,hashtag,1
jesuper1,tw,hashtag,1
jesus15880219,tw,hashtag,1
jesusaguerososa,tw,hashtag,1
jesuseduardo15,tw,hashtag,1
jesusevangile,tw,aseguradora,1
jesusfermin,tw,hashtag,1
jesusgar10,tw,aseguradora,1
jesusitoooe,tw,hashtag,1
jesusjesuscanto,tw,aseguradora,1
jesusquinteron,tw,aseguradora,1
jesusvera15,tw,hashtag,1
"jet_milton",tw,aseguradora,1
jetlifeual,tw,info,1
jeykiragomez,tw,hashtag,1
jeymendezz,tw,info,1
"jf_lamont",tw,aseguradora,1
jfreyes50,tw,hashtag,1
jfrmtl,tw,aseguradora,1
jgarciau1980,tw,aseguradora,1
jggalvisa82,tw,hashtag,1
jgrassocba,tw,info,1
jgrosjean7,tw,aseguradora,1
"jh_fernandez",tw,aseguradora,1
jhabberwocky,tw,hashtag,1
jhcvetic,tw,info,1
jheny1876,tw,hashtag,1
jherreraarenas,tw,hashtag,1
jhn1st,tw,info,1
"jhoanj_29",tw,hashtag,1
jhonatanr1991,tw,retailer,1
jhonny1853,tw,aseguradora,1
jhorstorres,tw,aseguradora,1
jhumbert7474,tw,hashtag,1
jhvaz5,tw,aseguradora,1
jijijodebuta,tw,retailer,1
"jim_peralta",tw,aseguradora,1
jimegago,tw,info,1
jimena38780755,tw,aseguradora,1
jimenah,tw,info,1
jimerodio,tw,aseguradora,1
jimin7859,tw,hashtag,1
"jimin_hermoso",tw,hashtag,1
"jimina_",tw,retailer,1
jiminssixbts,tw,hashtag,1
"jimmy_kikez",tw,hashtag,1
"jinxed_1",tw,hashtag,1
jiscaqc,tw,aseguradora,1
jitaeist,tw,hashtag,1
jivanrios,tw,info,1
